text,label
nonequilibrium quantum chains under multisite lindblad baths,17
evidence for x(3872)-->gamma j/psi and the subthreshold decay x(3872)-->omega j/psi,5
sign problem and subsets in one-dimensional qcd,16
reacting polymers with highly correlated initial conditions,7
momentum injection by supernovae in the interstellar medium,9
multishell gold nanowires under compression,19
"the new narrow ""d_s"" states -- a minireview",5
rotationally modulated photometric variations in b supergiants?,18
arm & interarm star formation in spiral galaxies,1
nondipolar gauge links for transversemomentumdependent pion wave functions,3
thermodynamic inequalities in superfluid,17
nonlinear force-free coronal magnetic stereoscopy,18
screening of hydrodynamic interactions for polyelectrolytes in salt solution,7
antiferromagnet with two coupled antiferromagnetic sublattices in a magnetic field,0
antilocalization in coulomb blockade,8
theory overview of semileptonic $b$ decays,3
hyperleda. iii. the catalogue of extragalactic distances,9
charm semileptonic decays at cleo-c,5
wfirst ultraprecise astrometry i: kuiper belt objects,11
"hydrogel menisci: shape, interaction, and instability",7
optimizing local protocols implementing nonlocal quantum gates,15
"multienergy radiography on the basis of ""scintillator-photodiode"" detectors",5
linear corotation torques in nonbarotropic disks,11
long-range interaction induced phases in weyl semimetals,0
alternative minimal u(1)$_{\rm b-l}$,3
zero temperature phase structure of multiflavor qcd,16
multiwavelength observations of the ss 433 jets,13
modeling nonthermal emission from sn 1987a,13
transverse oscillations in chromospheric mottles,18
noncommutative superstring worldsheet,10
potential backup targets for comet interceptor,11
"real-time operation of a multirate, multiprotocol quantum key distribution transmitter",15
nondistributive algebraic structures derived from nonextensive statistical mechanics,17
new results on semileptonic b decays from lhcb,5
illuminating the primeval universe with type iin supernovae,1
hydrodynamical simulations of viscous overstability in saturn's rings,11
transformation of the hadronic and subhadronic substances under extreme conditions,3
water delivery to dry protoplanets by hit-and-run collisions,11
"monopole clusters, z(2) vortices and confinement in su(2)",16
automatic feynman diagram calculation with xloops--a short overview,3
the sagittarius stream and halo triaxiality,9
hydrogenation facilitates proton transfer through two-dimensional honeycomb crystals,19
multiwavelength cluster mass estimates and machine learning,1
electrovacuum static counterrotating relativistic dust disks,6
correcting correlation functions for redshift-dependent interloper contamination,1
lubricated friction of textured soft substrates,7
efficient radiative transfer techniques in hydrodynamic simulations,11
phase transition in the two-dimensional gauge glass,4
scalable repeater architectures for multiparty states,15
supersymmetric electroweak phase transition: beyond perturbation theory,3
topics of monopole dynamics in gluodynamics,16
covariant radiative transfer for black hole spacetimes,13
nonadiabatic high-order harmonic generation from solids,12
transport in the metallic regime of mn doped iii-v semiconductors,19
dynamic scaling behavior of an interacting monomerdimer model,4
the origin of the virgo stellar substructure,9
magnetic monopole search at high altitude with the slim experiment,5
chromatic transit light curves of disintegrating rocky planets,11
multiferroic order parameters in rhombic antiferromagnets. rcro$_3$,19
stellar populations of ultraluminous infrared galaxies,1
superoblique corrections and nondecoupling of supersymmetry breaking,3
trilinearaugmented gaugino mediation,3
ultraviolet finite noncommutative theories,10
electronic raman scattering in noncentrosymmetric superconductors,2
conformal phase transition,3
"c3, semiclifford and generalized semiclifford operations",15
high-efficiency all-dielectric metasurfaces for ultracompact beam manipulation in transmission mode,12
optical precursors with self-induced transparency,12
cohomology of antipoisson superalgebra,10
superstatistics for fractional systems,17
nonsymmetric gravity has unacceptable global asymptotics,6
supersymmetry and the supergravity landscape,6
supergravity and the poincare group,6
inhomogeneous reptation of polymers,17
qcd multijet processes and the multiplicity asymptotics,3
thermoelectric energy recovery at ionic-liquid/electrode interface,7
review of final lep results or a tribute to lep,5
multiphase transport model for heavy ion collisions at rhic,14
fingerprinting triangularlattice antiferromagnet by excitation gaps,0
the binned bispectrum estimator: template-based and nonparametric cmb nongaussianity searches,1
nonreversal and nonrepeating quantum walks,15
magnetic ground state of semiconducting transition metal trichalcogenide monolayers,19
"universality, scaling and triviality in a hierarchical field theory",16
superenhancement focusing of teflon sphere,12
interpretation of the cosmic ray positron and antiproton fluxes,13
new abelian-like monopoles and the dual meissner effect,16
the birkhoff theorem in multidimensional gravity,6
integrable multidimensional classical and quantum cosmology for intersecting p-branes,6
independent pair parton interactionsmodel of hadron interactions,3
lhc collider phenomenology of minimal universal extra dimensions,3
electromagnetic corrections to pseudoscalar decay constants,16
tripartite entangled pure states are tripartite nonlocal,15
nonreciprocal transverse photonic spin and magnetization-induced electromagnetic spin-orbit coupling,12
mean-field dynamo action from delayed transport,18
direct detection of photoinduced charge transfer complexes in polymer:fullerene blends,19
anisotropic diffusive transport: connecting microscopic scattering and macroscopic transport properties,12
the exceptionally luminous type ia supernova 2007if,1
semiclassical backreaction on asymptotically antide sitter black holes,6
transit visibility zones of the solar system planets,11
the heliosphere---blowing in the interstellar wind,9
fermion correlators in nonabelian holographic superconductors,10
large--order behavior of nondecoupling effects and triviality,3
elastic interface acoustic waves in twinned crystals,7
nonequilibrium dynamics in an amorphous solid,7
internal structure of skyrme black hole,6
superconducting gap and pseudogap in bi-2212,2
on sign-changeable interaction in flrw cosmology,6
self-force as probe of internal structure,6
coherent electron dynamics in monolayer $\text{mos}_2$ under ultrashort optical pulse,8
theory of nonequilibrium dynamics of multiband superconductors,2
dissipative particle dynamics for interacting systems,7
b1-b2 phase transition in mgo at ultrahigh static pressure,19
physical models of streaming instabilities in protoplanetary disks,11
multicomponent transparent conducting oxides: progress in materials modelling,19
counterfactual concealed telecomputation,15
an isolated compact galaxy triplet,9
nonreciprocal hyperbolic propagation over moving metasurfaces,12
random lasing in structures with multiscale transport properties,12
pulsational instability of yellow hypergiants,18
the galactic centre minispiral in the mm-regime,9
deep learning of ultrafast pulses with a multimode fiber,12
signatures of fractionalization in spin liquids from interlayer thermal transport,0
chiral emergence in multistep hierarchical assembly of achiral conjugated polymers,7
bogoliubov transformations in black-hole evaporation,6
nonstationary kerr congruences,6
minimal flavour violation and multihiggs models,3
a gev-tev measurement of the extragalactic background light,13
rotational tuning of interaction in metamaterials,12
minimum thermal conductance in graphene and boron nitride superlattice,19
phases of anisotropic dipolar antiferromagnets,17
ultralowfield magneto-elastocaloric cooling in a multiferroic composite device,19
summary of super doubler approach on exact lattice supersymmetry,16
extracting spectral index of intergalactic magnetic field from radio polarizations,1
radial instability of trapping polytropic spheres,6
spin nematic interaction in multiferroic compound ba$_{2}$coge$_{2}$o$_{7}$,0
speckle interferometry at the u.s. naval observatory. xv,18
a semianalytical model of the galilean satellites' dynamics,11
"nonradial, nonadiabatic solar-like oscillations in rgb and hb stars",18
two-nucleon emitters within a pseudostate approach,14
strong enhancement of transport by interaction on contact links,0
a continuous nondemolition measurement of the cs clock transition pseudospin,15
semiclassical gravity with a nonminimally coupled scalar field,6
static and dynamical nonequilibrium fluctuations,17
physics performance report for panda: strong interaction studies with antiprotons,5
local stochastic nongaussianity and n-body simulations,1
subdominant interactions and hc2 in ube13,2
fourier transformation and response functions,0
thermopower measurements on pentacene transistors,19
absence of dipole transitions in vortices of type ii superconductors,4
chromospheric multiwavelength observations near the solar limb,18
the super flavor factory,5
the lifshitz transition in d-wave superconductors,2
models with symmetry-breaking phase transitions triggered by dumbbell-shaped equipotential surfaces,17
adsorbate-induced substrate relaxation and the adsorbate-adsorbate interaction,19
towards multiscale modeling of carbon nanotube transistors,8
universal kinetics of the sol-to-gel transition,7
semileptonic b decays from an nrqcd/d234 action,16
higher-order interference between multiple quantum particles interacting nonlinearly,15
herschel-pacs spectroscopy of the intermediate mass protostar ngc7129 firs 2,9
a deterministic sandpile automaton revisited,17
hydrodynamic interactions of self-propelled swimmers,7
exact solutions for pairing interactions,14
instabilities of charged polyampholytes,4
supereddington accretion onto the galactic ultraluminous x-ray pulsar swift j0243.6+6124,13
"jet measurements with alice: substructure, dead cone, charm jets",5
overview of tmd evolution,3
noncommutative deformation and essence of a postulate of isotropy iliusin,4
a microsoft word font for antimatter,5
"conditions for nonexistence of static or stationary, einstein-maxwell, noninheriting black-holes",6
modeling nonthermal emission from stellar bow shocks,13
high-energy antiprotons from old supernova remnants,13
multiscale and multimodel simulation of bloch point dynamics,8
kinematics of multigrid monte carlo,16
nonequilibrium thermodynamics as gauge fixing,17
superconductivity of the two-component nonstoichiometric compounds with incommensurate sublattices,2
runaway and hypervelocity stars. the supernova connection,18
a supersolar metallicity for the progenitor of kepler's supernova,13
resetting processes with noninstanteneous return,17
experimental demonstration of nonresonant hyperlens in the visible range,12
evidence for magnetic pseudoscaling in overdoped la(2-x)sr(x)cuo(4),2
on the patterns observed in kepler multiplanet systems,11
molecular gas toward supernova remnant cassiopeia a,13
nonequilibrium dynamics of finite interfaces,4
hybrid heterostructures with superconducting/antiferromagnetic interfaces,2
evolution of supermassive black holes from cosmological simulations,1
canonical nonabelian dual transformations in supersymmetric field theories,10
dual superconductor mechanism of confinement on the lattice,16
machian classical and semiclassical emergent time,6
multifunctional behavior of mn-site doped antiferromagnetic mn$_5$si$_3$ alloys,19
spectroscopic orbits of subsystems in multiple stars. v,18
blue dots team transits working group review,11
on cosmology in nonlinear multidimensional gravity with multiple factor spaces,6
nonlinear magneto-optical response of $s$- and $d$-wave superconductors,4
complex networks on hyperbolic surfaces,17
factorization of quantum charge transport for noninteracting fermions,8
three-point functions in noncompact lattice qed,16
search for r-parity violating supersymmetry in dimuon and four-jets channel,5
triviality of $\phi^4_4$ in the broken phase revisited,16
the hayabusa spacecraft asteroid multiband imaging camera: amica,11
new developments in multimeson systems,16
induced pseudoscalar coupling constant,14
monopoles in superloop space,10
time dependent radiative transfer calculations for supernovae,18
transplanckian effects in warm inflation,6
single-photon scattering with counter rotating wave interaction,15
triaxiality and nonthermal gas pressure in abell 1689,1
a silicon optical transistor,12
nonparaxial abruptly autofocusing beams,12
triton clustering in neutron rich nuclei,14
nonreciprocal brillouin scattering induced transparency,12
reexamining nonstandard interaction effects on supernova neutrino flavor oscillations,3
multimomentum maps on null hypersurfaces,6
on the abundance of extraterrestrial life after the kepler mission,11
ferroelectric rashba semiconductors as a novel class of multifunctional materials,19
energetics of excited states in the conjugated polymer poly(3hexylthiophene),19
monopole percolation in pure gauge compact qed,16
cosmic ray spectrum in supernova remnant shocks,13
control of superexchange interactions with dc electric fields,0
nonperturbative improvement of lattice qcd at large momenta,16
superstretchable borophene and its stability under straining,19
thermodynamic theory of highly multimoded nonlinear optical systems,12
interface conformal anomalies,10
ultrasoft sources as supernova type ia progenitors,18
electron-phonon interaction in embedded semiconductor nanostructures,19
colossal magnetocapacitance effect and multiferroism of polycrystalline la0.2pb0.7fe12o19,19
tanami counterparts to icecube high-energy neutrino events,13
scale-free antiferromagnetic fluctuations in the s=1/2 kagome antiferromagnet herbertsmithite,0
phase transitions in core-collapse supernova matter at subsaturation densities,14
triggering sublimationdriven activity of main belt comets,11
electric-field induced superconductorinsulator transitions in exfoliated bi$_2$sr$_2$cacu$_2$o$_{8+\delta}$ flakes,2
evidence for transient atmospheres during eruptive outgassing on the moon,11
supersymmetric duality in superloop space,10
optical realization of nonlinear quantum dynamics,12
rigid supersymmetric theories in curved superspace,10
extracting planet mass and eccentricity from ttv data,11
type i nonabelian superconductors in supersymmetric gauge theories,10
autotools for writing portable software,4
minidiscs around spinning black holes,13
nonequilibrium spin accumulation in ferromagnetic single-electron transistors,8
interactions between zwitterionic membranes in complex electrolytes,7
strings and noncommutativity,10
antiferromagnetic order and phase coexistence in antisite disordered double perovskites,0
superfluidity of $\sigma^-$ hyperons in $\beta$-stable neutron star matter,14
reconstruction of interaction rate in holographic dark energy,1
nonadiabatic topological spin pumping,8
do x-ray dark or underluminous galaxy clusters exist?,1
collisional stripping and disruption of superearths,11
fermi- to nonfermiliquid crossover and kondo transition in two-dimensional cu$_{2/3}$v$_{1/3}$v$_2$s$_4$,0
triple point fermions in a minimal symmorphic model,8
postequinox dynamics and polar cloud structure on uranus,11
b0_d - antib0_d mixing and cpt tests at belle,5
stochastic curvature of enclosed semiflexible polymers,7
evidence for $z_c^{\pm}(3900)$ in semiinclusive decays of $b$-flavored hadrons,5
detecting photon-photon interactions in a superconducting circuit,8
when nature tries to trick us,18
dynamic wavelength-tunable photodetector using subwavelength graphene field-effect transistors,8
minimal nonorthogonal gate decomposition for qubits with limited control,8
multidimensional thermally-induced transformation of nest-structured complex au-fe nanoalloys towards equilibrium,19
nonextensivity in the solar neighborhood,18
integrable multiparametric quantum spin chains,17
interpreting machine learning functions as physical observables,16
signals for supersymmetric unification,3
magnetic vortex as a ground state for submicron antiferromagnetic particles,19
heat transport through a superconducting artificial atom,15
nonlinear transport in $\beta-$na$_{0.33}$v$_2$o$_5$,0
supervision of the atlas high level trigger system,5
nonobservability of spectroscopic factors,14
searching for new hypercompact hii regions,9
extremely-bright submillimeter galaxies beyond the lupus-i star-forming region,9
optomechanical interactions in nonhermitian photonic molecules,12
dynamical models of spheroidal multicomponent stellar systems,9
noncommutative inspired wormholes admitting conformal motion involving minimal coupling,6
nonreciprocal metamaterial obeying time-reversal symmetry,12
investigations on the deconfining phase transition in qcd,16
multipolar corrections for lense-thirring precession,6
running nonlocal lagrangians,3
superconductivity in the metallic-oxidized magnesium interface,2
observational and physical classification of supernovae,13
new nondiagonal singularity-free cosmological perfect-fluid solution,6
universal substrate effect on the superconductivity of fese monolayer films,2
nonperturbative bounds on hyperfineinduced electron spin coherence times,8
extraordinary transition in the two-dimensional o(n) model,17
equilibration of two nonextensive subsystems in a parton cascade model,17
nonabsorbing high-efficiency counter for itinerant microwave photons,15
magneto-transport properties of proposed triply degenerate topological semimetal pd$_{3}$bi$_{2}$s$_{2}$,19
speckle interferometry at soar in 2014,18
the nirspec ultracool dwarf radial velocity survey,18
a note on nonthermodynamical applications of nonextensive statistics,17
automatic generation of vertices for the schroedinger functional,16
entanglement without nonlocality,15
minima of multihiggs potentials with triplets of $\delta(3n^2)$ and $\delta(6n^2)$,3
the evolution of planetesimal swarms in self-gravitating protoplanetary discs,11
computational homogenization of polycrystals,19
spiral waves triggered by shadows in transition disks,11
noncollinear interaction of photons with orbital angular momentum,12
noncongruence of liquid-gas phase transition of asymmetric nuclear matter,14
magnetorotational core-collapse supernovae in three dimensions,13
exhaustive search for low autocorrelation binary sequences,4
molecular motion on semiconductor surface via tip-enhanced multiple excitation,19
overstable convective modes in rotating early type stars,18
nonequilibrium phase transition in nonlocal and nonlinear diffusion model,17
direct messenger-matter interactions in gauge-mediated supersymmetry breaking models,3
impurities in $s=1$ heisenberg antiferromagnets,4
exploring inside-out doppler tomography: nonmagnetic cataclysmic variables,18
chandra observations of nova kt eridani in outburst,13
the naked-eye optical transient ot 120926,18
cmb constraints on running nongaussianity,1
all-sky interferometry with spherical harmonic transit telescopes,1
neutrino physics: an experimental overview,5
noncommutative einstein-proca space-time,10
phase transition of the ising model on a hyperbolic lattice,17
conditional maximum entropy and superstatistics,17
nonabelian gauge theory on noncommutative spaces,10
"reorientation transition in single-domain (ga,mn)as",19
underdamped active brownian heat engine,17
the effects of halo-to-halo variation on substructure lensing,1
multidimensional super and subradiance in waveguide quantum electrodynamics,15
mott transition in the hubbard model on the hyperkagome lattice,0
relativistic noninstantaneous action-at-a-distance interactions,10
phase transitions in isolated strongly interacting systems,14
on the superenergy radiative gravitational fields,6
introduction to supergravity,10
transport analysis of k+ production in protonnucleus reactions,14
minimal electroweak symmetry breaking model in extra dimensions,3
"discovery of a fast, broad, transient outflow in ngc 985",9
hot nano-particles in polar or paramagnetic liquids interact as monopoles,7
nonabelian monopoles coupled to gravity,10
constraint on teleportation over multipartite pure states,15
long-range behaviour in hyperspherical formalism,14
medium-mass nuclei from chiral nucleon-nucleon interactions,14
nonstandard neutrino properties,3
higgs mechanism near the 5d bulk phase transition,16
effects of disorder in two-dimensional quantum antiferromagnets,4
multinucleon transfer dynamics in heavy-ion collisions near coulomb barrier energies,14
on the b*' --> b transition,16
nonlocal mean field effect on nuclei near z=64 subshell,14
molecular bullets in a high-mass protostar,9
dimensionality and heat transport in si-ge superlattices,8
instabilities nulls and subpulse drift in radio pulsars,13
tests of lepton flavour universality with semileptonic decays at lhcb,5
multisurface catadioptric freeform lens design for ultraefficient off-axis road illumination,12
the perturbative method fails in nonabelian models,16
antiferromagnetically coupled cofeb/ru/cofeb trilayers,19
three-particle systems with resonant subprocesses in a finite volume,16
quantum states on supersymmetric minisuperspace with a cosmological constant,6
subnanoscale atom-by-atom crafting of skyrmion-defect interaction profiles,8
electromagnetic transitions with effective operators,14
ultra bright led light injection calibration system for minos,5
localization of water monomers inside ice-like clusters,7
approaches to three-dimensional transformation optical media using quasi-conformal coordinate transformations,12
constraining superwimpy and warm subhalos with future submillilensing,3
noninformative quantum q-priors,15
on linear dust-gas streaming instabilities in protoplanetary discs,11
bulk viscosity in neutron stars with hyperon cores,13
single-domain ferromagnet of noncentrosymmetric uniaxial magnetic ions and magnetoelectric interaction,0
inter and intralayer excitons in mos$_2$/ws$_2$ and mose$_2$/wse$_2$ heterobilayers,19
subharmonics and aperiodicity in hysteresis loops,4
ultraviolet sensitivity of rare decays in nonuniversal extra dimensional models,3
nonperturbative o(a) improvement of lattice qcd,16
interaction of colloids with a nematic-isotropic interface,7
nonequilibrium bound interfaces,17
slope-reversed mott transition in multiorbital systems,0
multiwavelength observations of the candidate disintegrating submercury kic 12557548b,11
canadian investigations of the interstellar medium,9
spectroscopy of ultradiffuse galaxies in the coma cluster,9
new projects in underground physics,5
nicl3 monolayer: dirac spin-gapless semiconductor and chern insulator,19
quantum phase transitions in rotating nuclei,14
strain-induced semiconductor to metal transition in ma2z4 bilayers,19
cmzoom: survey overview and first data release,9
multicanonical study of $d=2$ $o(3)$ nonlinear $\sigma$-model,16
transport across junctions of a weyl and a multiweyl semimetal,0
critical properties of stochastic cellular automata},4
irc-10414: a bow-shock-producing red supergiant star,18
nonlinear outcome of gravitational instability in an irradiated protoplanetary disc,11
kitaev interactions in the co honeycomb antiferromagnets na$_3$co$_2$sbo$_6$ and na$_2$co$_2$teo$_6$,0
nuclear spin diffusion mediated by heavy hole hyperfine noncollinear interactions,8
lqcd at non zero isospin chemical potential,16
subband occupation in semiconductorsuperconductor nanowires,8
plaquette ordering in su(4) antiferromagnets,0
glassy ratchets for collectively interacting particles,7
the isotropy problem of subankle ultrahigh energy cosmic rays,13
photometric redshifts of submillimeter galaxies,1
multidimensional structure of accreting young stars,18
spherical magnetic nanoparticles: magnetic structure and interparticle interaction,19
interband magnetoplasmons in mono and bi-layer graphene,8
exoplanet characterization by multiobservatory transit photometry with tess and cheops,11
the st7 interferometer,6
supersymmetric field theory from supermatrix models,10
the helical superstructure of intermediate filaments,7
measurements of transverse energy flow in deep-inelastic scattering at hera,5
nonlocalitycontrolled interaction of spatial solitons in nematic liquid crystals,12
the galaxy cluster outskirts probed by chandra,1
measurement of reactor antineutrino oscillation amplitude and frequency at reno,5
superworld without supersymmetry,3
"core-collapse supernova matter: light clusters, pasta phase and phase transitions",14
interface spin-orbit coupling in a noncentrosymmetric thin-film superconductor,2
redox chemistry and metal-insulator transitions intertwined in a nano-porous material,19
quantum plasticity and dislocation-induced supersolidity,17
nonreciprocal metasurface with space-time phase modulation,12
interpreting large-scale redshift-space distortion measurements,1
zero temperature transition from d-wave superconductor to underdoped regime,2
spin-polarized transport in gamnas multilayers,19
miniboone: status of the booster neutrino experiment,5
understanding gravity: some extra dimensional perspectives,6
regularized pseudopotential for mean-field calculations,14
extraterrestrial sedimentary rocks on earth,11
stable multicolor periodic-wave arrays,12
rediscussion on gas-liquid phase transition,17
on the su(2)-higgs phase transition,16
experimental study of antiferromagnetic resonance in noncollinear antiferromagnet mn$_{3}$al$_{2}$ge$_{3}$o$_{12}$,0
production of double hypernuclei with high energy antiprotons at panda,5
electromagnetism and perfect fluids interplay in multidimensional spacetimes,6
interlayer interaction in general incommensurate atomic layers,8
nonequilibrium transfer and decoherence in quantum impurity problems,8
nematic-isotropic transition with quenched disorder,7
a new numerical scheme for cosmic ray transport,13
interface effects in superconductornanotubes hybrid structures,8
can overturning motions in penumbral filaments be detected?,18
noncontextuality in multipartite entanglement,15
light-induced dzyaloshinskii-moriya interactions in antiferromagnetic metals,8
contact angle hysteresis on superhydrophobic stripes,7
recent observations of supernova remnants with veritas,13
ramifications of intranuclear re-scattering in minos,5
photoproduction of $\pi^+ \pi^-$ meson pairs on the proton,5
long-term radio observations of the intermittent pulsar b1931+24,13
absorbing state phase transitions with a nonaccessible vacuum,17
"irreversibility, heat and information flows induced by nonreciprocal interactions",17
superconductivity in polycrystalline diamond thin films,2
dual superconducting properties of the qcd vacuum,16
recent results on multiplicative noise,4
heat transport between antiferromagnetic insulators and normal metals,8
tunable indirect-direct transition of few-layer snse via interface engineering,19
national seminar: positron annihilation,19
on superplanckian fields at subplanckian energies,10
nonstationary de sitter cosmological models,6
adiabatic regularization with a yukawa interaction,6
helioseismology: observations and space missions,18
coexistence of s-wave superconductivity and antiferromagnetism,0
doppler monitoring of five k2 transiting planetary systems,11
nucleon-nucleon scattering within a multiple subtractive renormalization approach,14
nonequilibrium phase transition in a sheared granular mixture,17
ultrafast photoluminescence from graphene,8
a supersymmetric u(1)' model with multiple dark matters,3
designed nonlocal pseudopotentials for enhanced transferability,4
the v471 tauri system: a multidatatype probe,18
16-n as a calibration source for superkamiokande,5
the gouy phase shift in nonlinear interactions of waves,12
nanoconfined polystyrene: a new phase,7
orbital multicriticality in spin gapped quasi-1d antiferromagnets,0
collisional pumping of oh masers near supernova remnants,9
juvenile ultracool dwarfs,18
wobbling motion in triaxial superdeformed nuclei,14
computer simulations of colloidal transport on a patterned magnetic substrate,7
extracting hidden symmetry from the energy spectrum,4
nonlinear electromagnetic interactions in thermal qed,10
three-dimensional n=4 superconformal superfield theories,10
"suppression, persistence and reentrance of superfluidity in overflowing nuclear systems",14
importance of future hyperon beta decay experiments,5
understanding the branly effect,19
interlayer coupling in rotationally faulted multilayer graphenes,8
gravitating monopole solutions ii,6
next-to-next-to-leading order postnewtonian linear-in-spin binary hamiltonians,6
universal scaling in nonequilibrium transport through an anderson impurity,0
galaxy rotation and supermassive black hole binary evolution,9
neutron and proton spectra from the decay of $\lambda$ hypernuclei,14
fragile-strong transitions and polyamorphism in glass former fluids,4
radiation driven implosion and triggered star formation,18
antiferromagnetic multilevel memory cell,19
families of magnetic semiconductors -- an overview,19
supersymmetric electric-magnetic duality of hypergravity,10
interplay between quantum confinement and dielectric mismatch for ultrashallow dopants,8
large-n qcd at strong transverse lattice gauge coupling,16
on the colour confinement and the minimal surface,16
kinematics of m51-type interacting galaxies,9
rotons and quantum evaporation from superfluid 4he,4
pattern-induced anchoring transitions in nematic liquid crystals,7
nonlocal screening channels and metal-insulator transition in vo2,0
the superrotation of venus: where's the torque?,11
swelling-collapse transition of self-attracting walks,4
multiterminal spin-dependent transport in ballistic carbon nanotubes,8
theory of nonlinear magneto-optics,4
neutrino-induced upward-going muons in superkamiokande,5
superconducting mgb(2) films via precursor postprocessing approach,2
postulates for measures of genuine multipartite correlations,15
particle creation and nonadiabatic transitions in quantum cosmology,6
reversibility of local transformations of multiparticle entanglement,15
hyperaccreting neutron-star disks and neutrino annihilation,9
on tsallis nonequilibrium entropy evolution,17
ptychographic ultrafast pulse reconstruction,12
topology optimized multilayered meta-optics,12
on the amplitudes of superhumps,18
superfast collective motion of magnetic particles,7
transversely polarized lambda production,3
conditions for coherence transformations under incoherent operations,15
current-voltage characteristic and stability in resonant-tunneling n-doped semiconductor superlattices,4
monte carlo study of the superfluid weight in doped antiferromagnets,4
linked cluster expansions on nontrivial topologies,16
aspherical supernova shock breakout and the observations of supernova 2008d,13
the definition of multipartite nonlocality,15
qcd at lep 2 and ww final state interactions,5
ultrabroadband coherent supercontinuum frequency comb,12
transport of angular momentum by waves in stars,18
late-time observations of the extraordinary type ii supernova iptf14hls,13
(approximate) low-mode averaging with a new multigrid eigensolver,16
multiwavelength study of equatorial coronal-hole jets,18
physics prospects of uv-filtered overlap quarks,16
autoparallel orbits in kerr brans-dicke spacetimes,6
diffusiophoretic enhancement of mass transfer by nanofluids,7
transmission line analogy for relativistic poynting-flux jets,13
fluctuation-driven superconductivity in sr$_2$ruo$_4$ from weak repulsive interactions,2
tricritical wings in uge$_2$: a microscopic interpretation,0
pionic transparency in semiexclusive electroproduction off nuclei,14
a spitzer search for transits of radial velocity detected superearths,11
kosterlitz-thouless transitions on fluctuating surfaces,4
physics of antiproton nuclear interactions near threshold,14
the superalgebraic approach to supergravity,10
edge photocurrent in bilayer graphene due to interlandaulevel transitions,8
automated searching for quantum subsystem codes,15
"nonlinear schr\""odinger equation for superconductors",4
fission barriers of compound superheavy nuclei,14
universal scaling behavior of nonequilibrium phase transitions,17
nonmesonic weak decay spectra of $^4_\lambda$he,14
supersymmetric d2 antid2 strings,10
semianalytic galaxy formation in early dark energy cosmologies,1
theoretical dark matter halo substructure,1
close eclipsing binary bd and: a triple system,18
topological superconductivity in multifold fermion metals,2
nonhermitean hamiltonians with unitary and antiunitary symmetry,15
anticluster decay and antialpha decay of antimatter nuclei,14
a multiphase transport model for nuclear collisions at rhic,14
chiral magnetic superconductivity,3
overview of affine quantum gravity,6
topological magneto-optical effects and their quantization in noncoplanar antiferromagnets,19
fingering to fracturing transition in a transient gel,7
pair drizzle around subeddington supermassive black holes,13
on the grain-modified magnetic diffusivities in protoplanetary disks,11
nonlinear coherent modes of trapped bose-einstein condensates,4
nebulosities and jets from outbursting evolved stars,18
cc sculptoris: eclipsing su uma-type intermediate polar,18
chemical element transport in stellar evolution models,18
multipartite leggett-type inequalities,15
phase solitons and subgap excitations in two-band superconductors,2
semiinclusive studies of semileptonic $b_s$ decays at belle,5
multizone nonthermal radiative model for stellar bowshocks,13
thermodynamics and charging of interstellar iron nanoparticles,9
hypergratings: nanophotonics in planar anisotropic metamaterials,12
giant anomalous nernst effect in noncollinear antiferromagnetic mn-based antiperovskite nitrides,19
multiparameter quantum metrology with postselection measurements,15
"popper's experiment, copenhagen interpretation and nonlocality",15
nemo-3 and supernemo double beta decay experiments,5
quantum correction from superweyl transformation in supergravity,10
self-consistent microscopic model of fluctuation-induced transport,4
su(3) approach to hypernuclear interactions and spectroscopy,14
domain walls in a row-wise antiferromagnetic mn monolayer,8
theta-point universality of polyampholytes with screened interactions,7
dual superconductivity and chiral symmetry in full qcd,16
collective behavior in random interaction,14
superconducting properties of fe-based layered superconductor lao$_{0.9}$f$_{0.1-\delta}$feas,2
superconductivity of nearly 2-d systems,4
cumulants of heat transfer across nonlinear quantum systems,17
exchange shift of stripe domains in antiferromagnetically coupled multilayers,8
agile observations of supernova remnants,13
extraordinary transverse magneto-optical kerr effect in a superlens,12
effective interaction hamiltonian of polaron pairs in diluted magnetic semiconductors,19
magnetic field-line lengths inside interplanetary magnetic flux ropes,18
tricritical properties of antiferromagnetic ising model on the square lattice,17
trace anomaly and invariance under transformation of units,6
proton polarizability contribution to the hydrogen hyperfine splitting,3
dissipative electron transport through andreev interferometers,4
photo-enhanced excitonic correlations in a mott insulator with nonlocal interactions,0
quantum phase transitions in alternating transverse ising chains,17
comparison of deep inelastic scattering with photoproduction interactions at hera,5
high-velocity outflows in massive poststarburst galaxies at z > 1,9
ultradeep ks imaging in the goods-n,1
bispectrum as baryon acoustic oscillation interferometer,1
jet-cloud interactions in agns,13
"cme on cme interaction on january 17, 2005",18
phase transitions in a driven lattice gas with anisotropic interactions,17
dissipative phases across the superconductortoinsulator transition,2
effects of galaxy--satellite interactions on bar formation,9
topological transitions of spin-excitations in insulating chiral antiferromagnets,0
signal-noise interaction in nonlinear optical fibers: a hydrodynamic approach,12
impact of magnetic field on neutrino-matter interactions in core-collapse supernova,13
geometric transitions on nonkaehler manifolds,10
miniaturization of josephson junction for digital superconducting circuits,2
introduction to multimessenger astronomy,13
in-plane spectrum in superlattices,8
surface spin dynamics of antiferromagnetically coupled frustrated triangular films,19
selection of tau leptons with the cdf ii trigger system,5
